,S. No.,Message_body,Label,cleaned
340,341,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,Spam,privat account statement fone show un redeem point call identifi code expir
483,484,Sorry i missed your call. Can you please call back.,Non-Spam,sorri miss call plea call back
696,697,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,Non-Spam,dip cell dead come u better respond el shall come back
582,583,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,Spam,goldvik invit hi friend repli ye see www sm ac u goldvik stop send stop frnd
26,27,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",Non-Spam,take derek amp taylor walmart back time r done leav mou desk text priscilla readi
364,365,How come she can get it? Should b quite diff to guess rite...,Non-Spam,come get b quit diff guess rite
550,551,Hey gals...U all wanna meet 4 dinner at nìte? ,Non-Spam,hey gal u wanna meet dinner n te
447,448,"Oops I did have it,  &lt;#&gt; ?",Non-Spam,oop lt gt
313,314,Well she's in for a big surprise!,Non-Spam,well big surpris
398,399,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,Non-Spam,school n da lab stuff give call r done
285,286,Sent me ur email id soon,Non-Spam,sent ur email id soon
661,662,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,Spam,warner villag c colin farrel swat thi wkend warner villag get free med popcorn show msg ticket kiosk valid c c kiosk repli soni mre film offer
225,226,When you guys planning on coming over?,Non-Spam,guy plan come
337,338,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,Non-Spam,reali busi guy tri bother get exam outta way tri car gr day
708,709,Ok...,Non-Spam,ok
770,771,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,Spam,urgent thi nd attempt contact u prize yesterday still await collect claim call
739,740,Yup but it's not giving me problems now so mayb i'll jus leave it...,Non-Spam,yup give problem mayb ju leav
63,64,I want to be inside you every night...,Non-Spam,want insid everi night
158,159,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,Non-Spam,gr handl victoria island traffic plu album due
583,584,Networking job is there.,Non-Spam,network job
686,687,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,Non-Spam,alright tyler got minor crisi ha home sooner thought asap
747,748,Got smaller capacity one? Quite ex...,Non-Spam,got smaller capac one quit ex
658,659,"I'm in solihull, | do you want anything?",Non-Spam,solihul want anyth
73,74,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",Spam,sm servic inclu text credit pl goto www comuk net login qxj unsubscrib stop extra charg help comuk cm ae
610,611,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",Non-Spam,ahhhh woken bad dream u tho dont like u right didnt know anyth comedi night guess im
537,538,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),Spam,like tell deepest darkest fantasi call p min stop text call nat rate
164,165,Dear are you angry i was busy dear,Non-Spam,dear angri wa busi dear
283,284,I'm still pretty weak today .. Bad day ?,Non-Spam,still pretti weak today bad day
836,837,I dont know ask to my brother. Nothing problem some thing that. Just i told .,Non-Spam,dont know ask brother noth problem thing told
488,489,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,Non-Spam,mark work tomorrow get hi work hou meet u afterward
830,831,"Not for possession, especially not first offense",Non-Spam,possess especi first offen
606,607,I want  &lt;#&gt;  rs da:)do you have it?,Non-Spam,want lt gt rs da
370,371,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,Non-Spam,fine difficulti phone work mine pl send anoth friend request
477,478,No no. I will check all rooms befor activities,Non-Spam,check room befor activ
733,734,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",Spam,new mobil must go txt nokia collect today onli www tc biz optout gbp mtmsg txtauction
521,522,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",Non-Spam,sent jd custom servic cum account execut ur mail id detail contact us
83,84,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,Spam,p per min call germani bt line p per min check planettalkinst com info c text stop opt
630,631,K..k.:)congratulation ..,Non-Spam,k k congratul
149,150,"Hi elaine, is today's meeting confirmed?",Non-Spam,hi elain today meet confirm
224,225,Wat ü doing now?,Non-Spam,wat
494,495,Gud ni8 dear..slp well..take care..swt dreams..Muah..,Non-Spam,gud ni dear slp well tak care swt dream muah
265,266,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,Non-Spam,pl ask macho much budget bb bold co saw new one lt gt dollar
394,395,Water logging in desert. Geoenvironmental implications.,Non-Spam,water log desert geoenviron implic
664,665,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,Spam,free polyphon rington text super get free poli tone week sn pobox nr z subscript pw
431,432,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",Spam,costa del sol holiday await collect call toclaim sae tc pobox stockport sk xh cost pm max min
860,861,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,Non-Spam,wow healthi old airport rd lor cant thk anyth els b bath dog later
159,160,I ask if u meeting da ge tmr nite...,Non-Spam,ask u meet da ge tmr nite
271,272,I.ll hand her my phone to chat wit u,Non-Spam,hand phone chat wit u
237,238,I think steyn surely get one wicket:),Non-Spam,think steyn sure get one wicket
942,943,Jus finish blowing my hair. U finish dinner already?,Non-Spam,ju finish blow hair u finish dinner alreadi
57,58,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,Non-Spam,ye plea leav lt gt lt gt leav
621,622,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",Non-Spam,anyway think secur anyth lemm know want drive south chill
528,529,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,Non-Spam,thank talk saturday veri dear cherish brother role model
99,100,Yup,Non-Spam,yup
187,188,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,Non-Spam,good day pray remov teeth pain maintain stuff
385,386,"Fuuuuck I need to stop sleepin, sup",Non-Spam,fuuuuck need stop sleepin sup
789,790,Sorry completely forgot * will pop em round this week if your still here?,Non-Spam,sorri complet forgot pop em round thi week still
681,682,Poor girl can't go one day lmao,Non-Spam,poor girl go one day lmao
406,407,Just send a text. We'll skype later.,Non-Spam,send text skype later
266,267,"I can. But it will tell quite long, cos i haven't finish my film yet...",Non-Spam,tell quit long co finish film yet
232,233,My birthday is on feb  &lt;#&gt;  da. .,Non-Spam,birthday feb lt gt da
286,287,"Yeah, probably here for a while",Non-Spam,yeah probabl
442,443,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",Non-Spam,wonder okor great month cherish guy wish well day mojibiola
489,490,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,Spam,want new nokia colour phone deliveredtomorrow free minut ani mobil free text free camcord repli call
872,873,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,Non-Spam,pl give food prefer pap veri slowli load sugar take hour give water veri veri slowli
875,876,Surly ill give it to you:-) while coming to review.,Non-Spam,surli ill give come review
904,905,Ladies first and genus second k .,Non-Spam,ladi first genu second k
695,696,Well. You know what i mean. Texting,Non-Spam,well know mean text
788,789,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,Non-Spam,u r beauti girl ive ever seen u r babi come c common room
359,360,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",Non-Spam,know thinkin malaria relax children cant handl malaria would wor gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill ha mean day complet stop
935,936,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",Non-Spam,got hella ga money want go grand natur adventur galileo littl bit
86,87,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",Non-Spam,pick variou point go yeovil motor project hour u take home max veri easi
949,950,Good. do you think you could send me some pix? I would love to see your top and bottom...,Non-Spam,good think could send pix would love see top bottom
446,447,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,Non-Spam,enufcredeit tocal shal ileav uni get bu yor hous
956,957,Just glad to be talking to you.,Non-Spam,glad talk
395,396,U 2.,Non-Spam,u
803,804,Prepare to be pleasured :),Non-Spam,prepar pleasur
804,805,Me too! Have a lovely night xxx,Non-Spam,love night xxx
688,689,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,Spam,polyphon tone ur mob everi week txt pt st tone free get txtin tell ur friend p tone repli hl info
368,369,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,Spam,call germani onli penc per minut call fix line via access number prepay direct access www telediscount co uk
796,797,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,Non-Spam,cheer lou yeah wa goodnit shame u neva came c ya gailxx
253,254,Jus finish watching tv... U?,Non-Spam,ju finish watch tv u
93,94,What Today-sunday..sunday is holiday..so no work..,Non-Spam,today sunday sunday holiday work
102,103,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",Spam,urgent last weekend draw show cash spanish holiday call claim c rstm sw ss ppm
936,937,Everybody had fun this evening. Miss you.,Non-Spam,everybodi fun thi even miss
166,167,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,Non-Spam,pl give prometazin syrup ml lt gt min later feed
294,295,Oh yeah clearly it's my fault,Non-Spam,oh yeah clearli fault
838,839,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,Non-Spam,career tel ad u contact indyarock com send free sm remov phonebook sm lt gt
391,392,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",Non-Spam,veri strang watch nd one bed sweet dream miss u
355,356,3 pa but not selected.,Non-Spam,pa select
390,391,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,Spam,sm auction brand new nokia auction today auction free join take part txt nokia
381,382,WHAT TIME U WRKIN?,Non-Spam,time u wrkin
657,658,Will do. Have a good day,Non-Spam,good day
354,355,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,Spam,natalja f invit friend repli ye see www sm ac u nat stop send stop frnd
557,558,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",Non-Spam,mobil number pl sm ur mail id convey regard achan amma rakhesh qatar
42,43,Its just the effect of irritation. Just ignore it,Non-Spam,effect irrit ignor
715,716,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,Non-Spam,gain right wife dont demand tri husband let see
104,105,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,Spam,http tm widel com index wml id ad first true c c rington
675,676,Its worse if if uses half way then stops. Its better for him to complete it.,Non-Spam,wor use half way stop better complet
66,67,Wait . I will msg after  &lt;#&gt;  min.,Non-Spam,wait msg lt gt min
565,566,"Nope. Since ayo travelled, he has forgotten his guy",Non-Spam,nope sinc ayo travel ha forgotten hi guy
422,423,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,Non-Spam,oh unint bad time great finger train play along give fifteen min warn
69,70,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,Spam,privat account statement show un redeem point call identifi code expir
607,608,"What i mean was i left too early to check, cos i'm working a 9-6.",Non-Spam,mean wa left earli check co work
273,274,Are u coming to the funeral home,Non-Spam,u come funer home
704,705,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,Spam,free messag thank use auction subscript servic p msgrcvd skip auction txt unsubscrib txt stop customercar
14,15,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,Non-Spam,meant calcul lt gt unit lt gt thi school realli expens start practic accent becau import decid year dental school nmde exam
873,874,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,Non-Spam,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija
24,25,Ic. There are a lotta childporn cars then.,Non-Spam,ic lotta childporn car
247,248,"Thanks, I'll keep that in mind",Non-Spam,thank keep mind
264,265,Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,Non-Spam,hi miss call mumha beendrop red wine theplac adress
793,794,Ok then u tell me wat time u coming later lor.,Non-Spam,ok u tell wat time u come later lor
706,707,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",Non-Spam,respon one power weapon occupi place heart alway give respon care u gud night swt dream tak care
107,108,U GOIN OUT 2NITE?,Non-Spam,u goin nite
801,802,if you text on your way to cup stop that should work. And that should be BUS,Non-Spam,text way cup stop work bu
226,227,No go. No openings for that room 'til after thanksgiving without an upcharge.,Non-Spam,go open room til thanksgiv without upcharg
500,501,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,Spam,uk break accommodationvouch term condit appli claim mustprovid claim number
883,884,Ok u can take me shopping when u get paid =D,Non-Spam,ok u take shop u get paid
689,690,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,Non-Spam,world happiest frnd never charact dey best understand differ
230,231,You'd like that wouldn't you? Jerk!,Non-Spam,like jerk
636,637,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",Spam,hi sexychat girl wait text text great night chat send stop stop thi servic
783,784,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",Non-Spam,especi sinc talk boston person statement lol woulda chang realiz said nyc say boston
485,486,Aiya we discuss later lar... Pick ü up at 4 is it?,Non-Spam,aiya discuss later lar pick
609,610,I'm vivek:)i got call from your number.,Non-Spam,vivek got call number
723,724,I need details about that online job.,Non-Spam,need detail onlin job
902,903,Mum not going robinson already.,Non-Spam,mum go robinson alreadi
140,141,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",Non-Spam,make ani time tonight whenev cool text whenev r around
887,888,Sry da..jst nw only i came to home..,Non-Spam,sri da jst nw onli came home
585,586,I said its okay. Sorry,Non-Spam,said okay sorri
520,521,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,Non-Spam,desir u go doctor liver get bit stylish get ur hair manag
130,131,Thank you. do you generally date the brothas?,Non-Spam,thank gener date brotha
867,868,Yes fine ,Non-Spam,ye fine
84,85,Ofcourse I also upload some songs,Non-Spam,ofcour also upload song
361,362,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",Non-Spam,babe answer see mayb better reboot ym got photo great
639,640,Wanna do some art?! :D,Non-Spam,wanna art
895,896,"Probably not, I'm almost out of gas and I get some cash tomorrow",Non-Spam,probabl almost ga get cash tomorrow
694,695,Hi dis is yijue i would be happy to work wif ü all for gek1510...,Non-Spam,hi di yiju would happi work wif gek
740,741,"Haha, just what I was thinkin",Non-Spam,haha wa thinkin
786,787,Sen told that he is going to join his uncle finance in cbe,Non-Spam,sen told go join hi uncl financ cbe
563,564,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,Spam,cd u congratul ur award cd gift voucher gift guarant freeentri wkli draw xt music tnc www ldew com win ppmx age
722,723,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,Spam,valu vodafon custom comput ha pick win prize collect easi call
612,613,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,Non-Spam,u come back dinner rite dad ask confirm wif u
319,320,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,Spam,urgent plea call landlin cash holiday await collect c sae po box xy
605,606,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",Non-Spam,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
433,434,Sorry * was at the grocers.,Non-Spam,sorri wa grocer
852,853,Oops i thk i dun haf enuff... I go check then tell ü..,Non-Spam,oop thk dun haf enuff go check tell
19,20,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,Non-Spam,safe trip nigeria wish happi veri soon compani share moment
548,549,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,Non-Spam,babe talk think good boy miss love
343,344,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,Non-Spam,smile pleasur smile pain smile troubl pour like rain smile sum hurt u smile becoz someon still love see u smile
279,280,Dear where you. Call me,Non-Spam,dear call
792,793,U repeat e instructions again. Wat's e road name of ur house?,Non-Spam,u repeat e instruct wat e road name ur hous
816,817,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",Non-Spam,r still mayb leav credit card get ga get back like told
571,572,"Just looked it up and addie goes back Monday, sucks to be her",Non-Spam,look addi goe back monday suck
847,848,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",Non-Spam,aiyo lesson earli still sleepin haha oki u go home liao den confirm w lor
558,559,Go fool dont cheat others ok,Non-Spam,go fool dont cheat ok
755,756,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,Non-Spam,e admin build might b slightli earlier call u reach
787,788,O we cant see if we can join denis and mina? Or does denis want alone time,Non-Spam,cant see join deni mina doe deni want alon time
931,932,How come i din c ü... Yup i cut my hair...,Non-Spam,come din c yup cut hair
922,923,Did u got that persons story,Non-Spam,u got person stori
455,456,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,Non-Spam,u definit need modul e human di sem izzit u wan take modul st
946,947,THIS IS A LONG FUCKIN SHOWR,Non-Spam,thi long fuckin showr
38,39,happened here while you were adventuring,Non-Spam,happen adventur
729,730,....photoshop makes my computer shut down.,Non-Spam,photoshop make comput shut
399,400,Now i'm going for lunch.,Non-Spam,go lunch
780,781,Holy living christ what is taking you so long,Non-Spam,holi live christ take long
536,537,Is there coming friday is leave for pongal?do you get any news from your work place.,Non-Spam,come friday leav pongal get ani news work place
223,224,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",Non-Spam,parent kidz friend n colleagu scream surpri wa wait sofa nake
570,571,Happy new year. Hope you are having a good semester,Non-Spam,happi new year hope good semest
635,636,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",Non-Spam,good morn boytoy yummi lip sexi bun think crave need
13,14,"Sorry, I'll call later",Non-Spam,sorri call later
678,679,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,Non-Spam,pl make note expo also find school anyon el wa vomit dog cat hous let know later
529,530,(You didn't hear it from me),Non-Spam,hear
259,260,"yeah, that's what I was thinking",Non-Spam,yeah wa think
662,663,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",Non-Spam,mean post wrote like mani time v ritten stuff let sit wa wa feel time wa angri befor left hit send stop check phone got car said sleep bore whi time clean fold laundri etc least make bed
191,192,Somebody set up a website where you can play hold em using eve online spacebucks,Non-Spam,somebodi set websit play hold em use eve onlin spacebuck
127,128,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,Spam,guarant award mayb even cash claim ur award call free legitimat efreefon number wat u think
30,31,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,Spam,ask mobil chatlin inclu free min india cust serv sed ye l er got mega bill dont giv shit bailiff due day want
79,80,U studying in sch or going home? Anyway i'll b going 2 sch later.,Non-Spam,u studi sch go home anyway b go sch later
56,57,Oh... Okie lor...We go on sat... ,Non-Spam,oh oki lor w go sat
771,772,Saw Guys and Dolls last night with Patrick Swayze it was great,Non-Spam,saw guy doll last night patrick swayz wa great
516,517,With my sis lor... We juz watched italian job.,Non-Spam,si lor juz watch italian job
419,420,Pls call me da. What happen.,Non-Spam,pl call da happen
824,825,Ya very nice. . .be ready on thursday,Non-Spam,ya veri nice readi thursday
865,866,I liked the new mobile,Non-Spam,like new mobil
323,324,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,Non-Spam,eaten day sit stare thi juici pizza eat med ruin life
197,198,"K I'll head out in a few mins, see you there",Non-Spam,k head min see
269,270,I can't make it tonight,Non-Spam,make tonight
874,875,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",Non-Spam,march end readi call sure problem capit never complet far work ladi
622,623,Wrong phone! This phone! I answer this one but assume the other is people i don't well,Non-Spam,wrong phone thi phone answer thi one assum peopl well
748,749,How's ur paper?,Non-Spam,ur paper
35,36,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",Non-Spam,know thinkin malaria relax children cant handl malaria would wor gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill ha mean day complet stop
913,914,Lol yes. But it will add some spice to your day.,Non-Spam,lol ye add spice day
418,419,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",Non-Spam,happi new year u ur famili may thi new year bring happi stabil tranquil ur vibrant colour life
467,468,Nope thats fine. I might have a nap tho! ,Non-Spam,nope fine might nap tho
473,474,K.k.this month kotees birthday know?,Non-Spam,k k thi month kote birthday know
425,426,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,Non-Spam,hi darlin im helen fone im gonna b princ nite plea come tb love kate
608,609,Why didn't u call on your lunch?,Non-Spam,whi u call lunch
795,796,Hi..i got the money da:),Non-Spam,hi got money da
677,678,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",Non-Spam,japan proverb one u none u must indian version one let none leav final kerala version one stop none make strike
261,262,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,Non-Spam,come back thursday yay gonna ok get money cheer oh yeah everyth alright school call work
481,482,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",Non-Spam,good morn im suffer fever dysentri abl come offic today
725,726,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",Non-Spam,hmmm mayb tri e shoppin area one forgot e name hotel
371,372,I like cheap! But im happy to splash out on the wine if it makes you feel better..,Non-Spam,like cheap happi splash wine make feel better
837,838,I've reached already.,Non-Spam,v reach alreadi
682,683,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,Non-Spam,mani thing antibiot use chest abdomen gyna infect even bone infect
633,634,Once free call me sir.,Non-Spam,onc free call sir
157,158,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,Non-Spam,nite nite pocay wocay luv u n e thing eva promi ring u morrowxxxx
27,28,U still havent got urself a jacket ah?,Non-Spam,u still havent got urself jacket ah
162,163,... Are you in the pub?,Non-Spam,pub
898,899,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,Non-Spam,im reali soz imat mum nite moro
709,710,Thanks  and ! Or bomb and date as my phone wanted to say! ,Non-Spam,thank bomb date phone want say
592,593,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,Non-Spam,aiyo u poor thing u dun wan eat u bath alreadi
919,920,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,Non-Spam,god creat gap btwn ur finger dat sum vri special fill gap hold ur hand plz dont ask creat much gap leg
869,870,"Okey dokey, ill be over in a bit just sorting some stuff out.",Non-Spam,okey dokey bit sort stuff
944,945,They finally came to fix the ceiling.,Non-Spam,final came fix ceil
362,363,I will reach ur home in  &lt;#&gt;  minutes,Non-Spam,reach ur home lt gt minut
882,883,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",Non-Spam,life mean lot becau love life becau love peopl life world call friend call world ge
244,245,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",Non-Spam,gal n boy walk park gal hold ur hand boy u think would run away gal jst wana c feel walk heaven princ gn
351,352,Well thats nice. Too bad i cant eat it,Non-Spam,well nice bad cant eat
249,250,But we havent got da topic yet rite?,Non-Spam,havent got da topic yet rite
744,745,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),Spam,u r winner u ave special select receiv cash holiday flight inc speak live oper claim p min
415,416,Haven't left yet so probably gonna be here til dinner,Non-Spam,left yet probabl gonna til dinner
857,858,"Haha awesome, I might need to take you up on that, what you doin tonight?",Non-Spam,haha awesom might need take doin tonight
470,471,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",Spam,themob hit link get premium pink panther game new sugabab crazi zebra anim badass hoodi wallpap al free
553,554,"Uncle G, just checking up on you. Do have a rewarding month",Non-Spam,uncl g check reward month
